regulatory	KO
Dapma7bEVm019656t1	
Dapma7bEVm023321t1	
Dapma7bEVm015490t1	
Dapma7bEVm011055t1	K01365
Dapma7bEVm028667t1	
Dapma7bEVm007999t1	
Dapma7bEVm023647t1	
Dapma7bEVm028409t1	K02930
Dapma7bEVm010658t1	
Dapma7bEVm010869t1	K04382
Dapma7bEVm018432t1	
Dapma7bEVm028385t1	
Dapma7bEVm023395t1	
Dapma7bEVm000182t1	K11651
Dapma7bEVm028306t1	
Dapma7bEVm000842t1	K09098
Dapma7bEVm010066t1	K01365
Dapma7bEVm011790t1	K04043
Dapma7bEVm002850t1	
Dapma7bEVm010497t1	
Dapma7bEVm004314t1	
Dapma7bEVm008068t1	
Dapma7bEVm015091t1	
Dapma7bEVm001049t1	
Dapma7bEVm027929t1	
Dapma7bEVm000413t1	K17261
Dapma7bEVm007048t1	K02830
Dapma7bEVm007425t1	
Dapma7bEVm028591t1	
Dapma7bEVm001911t1	K17654
Dapma7bEVm002031t1	
Dapma7bEVm011342t1	
Dapma7bEVm010980t1	
Dapma7bEVm000528t1	
Dapma7bEVm001200t1	
Dapma7bEVm010795t1	K02962
Dapma7bEVm000984t1	K02998
Dapma7bEVm009637t1	
Dapma7bEVm009857t1	
Dapma7bEVm002620t1	K10649
Dapma7bEVm007781t1	K20403
Dapma7bEVm009989t1	K13808
Dapma7bEVm002976t1	
Dapma7bEVm027707t1	K11273
Dapma7bEVm009499t1	
Dapma7bEVm001243t1	
Dapma7bEVm007041t1	K04267
Dapma7bEVm005843t1	K20294
Dapma7bEVm000693t1	
Dapma7bEVm010273t1	K00731
Dapma7bEVm002714t1	
Dapma7bEVm008190t1	
Dapma7bEVm010323t1	
Dapma7bEVm019903t1	
Dapma7bEVm005083t1	
Dapma7bEVm005326t1	
Dapma7bEVm010828t1	K00058
Dapma7bEVm011155t1	
Dapma7bEVm005715t1	
Dapma7bEVm010626t1	K08202
Dapma7bEVm007692t1	
Dapma7bEVm006889t1	
Dapma7bEVm005568t1	
Dapma7bEVm003824t1	K05402
Dapma7bEVm027471t1	
Dapma7bEVm000486t1	K08635
Dapma7bEVm003465t1	K10593
Dapma7bEVm018717t1	
Dapma7bEVm001139t1	
Dapma7bEVm003993t1	K24768
Dapma7bEVm001759t1	K17583
Dapma7bEVm001133t1	
Dapma7bEVm023556t1	K02208
Dapma7bEVm000289t1	K08798
Dapma7bEVm002217t1	
Dapma7bEVm011136t1	K12843
Dapma7bEVm002105t1	K10866
Dapma7bEVm002106t1	K15166
Dapma7bEVm002613t1	K22755
Dapma7bEVm010913t1	
Dapma7bEVm003529t1	K12811
Dapma7bEVm009878t1	K01298
Dapma7bEVm005948t1	K14452
Dapma7bEVm010481t1	
Dapma7bEVm005716t1	
Dapma7bEVm004527t1	
Dapma7bEVm005527t1	K15181
Dapma7bEVm002288t1	K08145
Dapma7bEVm005195t1	K13808
Dapma7bEVm002982t1	
Dapma7bEVm003582t1	K01322
Dapma7bEVm001032t1	K16777
Dapma7bEVm002630t1	K17083
Dapma7bEVm001700t1	K26500
Dapma7bEVm023819t1	
Dapma7bEVm015326t1	
Dapma7bEVm004501t1	
Dapma7bEVm010931t1	
Dapma7bEVm006806t1	
Dapma7bEVm003092t1	
Dapma7bEVm001631t1	K10766
Dapma7bEVm004698t1	
Dapma7bEVm003575t1	K10350
Dapma7bEVm001259t1	K10638
Dapma7bEVm006697t1	K03959
Dapma7bEVm001841t1	K03355
Dapma7bEVm000506t1	K19984
Dapma7bEVm004202t1	K24350
Dapma7bEVm027737t1	K10990
Dapma7bEVm004055t1	K08863
Dapma7bEVm004775t1	K24788
Dapma7bEVm010355t1	
Dapma7bEVm002675t1	
Dapma7bEVm005931t1	
Dapma7bEVm000601t1	K00921
Dapma7bEVm028847t1	
Dapma7bEVm010757t1	
Dapma7bEVm028746t1	
Dapma7bEVm024212t1	
Dapma7bEVm008113t1	K26674
Dapma7bEVm011309t1	
Dapma7bEVm027386t1	
Dapma7bEVm004398t1	K09106
Dapma7bEVm006631t1	K20819
Dapma7bEVm028292t1	
Dapma7bEVm001441t1	K24970
Dapma7bEVm002176t1	K05012
Dapma7bEVm004730t1	K05323
Dapma7bEVm001570t1	K00167
Dapma7bEVm006872t1	
Dapma7bEVm012533t1	
Dapma7bEVm010466t1	K17267
Dapma7bEVm006077t1	K12826
Dapma7bEVm006389t1	
Dapma7bEVm000377t1	K12200
Dapma7bEVm002334t1	
Dapma7bEVm003218t1	
Dapma7bEVm006560t1	K17757
Dapma7bEVm003737t1	K17866
Dapma7bEVm001089t1	
Dapma7bEVm003241t1	K10306
Dapma7bEVm003759t1	K15053
Dapma7bEVm004758t1	
Dapma7bEVm015127t1	K02677
Dapma7bEVm001907t1	K11996
Dapma7bEVm003364t1	
Dapma7bEVm005252t1	
Dapma7bEVm003897t1	
Dapma7bEVm001827t1	
Dapma7bEVm003650t1	K10456
Dapma7bEVm001226t1	
Dapma7bEVm004447t1	K03259
Dapma7bEVm006849t1	
Dapma7bEVm003154t1	K16759
Dapma7bEVm002370t1	K14406
Dapma7bEVm029166t1	
Dapma7bEVm011738t1	
Dapma7bEVm009819t1	K13811
Dapma7bEVm029197t1	K21767
Dapma7bEVm007372t1	
Dapma7bEVm010359t1	
Dapma7bEVm010289t1	
Dapma7bEVm001333t1	K24814
Dapma7bEVm010853t1	
Dapma7bEVm005407t1	K11251
Dapma7bEVm007807t1	
Dapma7bEVm003801t1	K06072
Dapma7bEVm010053t1	K16939
Dapma7bEVm000810t1	K10398
Dapma7bEVm027417t1	K24049
Dapma7bEVm023875t1	K12307
Dapma7bEVm006375t1	K12343
Dapma7bEVm023093t1	
Dapma7bEVm011791t1	K06272
Dapma7bEVm027868t1	K14258
Dapma7bEVm002280t1	
Dapma7bEVm011949t1	
Dapma7bEVm003151t1	
Dapma7bEVm013680t1	
Dapma7bEVm001028t1	
Dapma7bEVm019619t1	
Dapma7bEVm000330t1	
Dapma7bEVm002929t1	K01520
Dapma7bEVm001776t1	K08955
Dapma7bEVm028201t1	K07881
Dapma7bEVm028479t1	
Dapma7bEVm005764t1	
Dapma7bEVm000981t1	K12590
Dapma7bEVm006561t1	
Dapma7bEVm016151t1	K14464
Dapma7bEVm007231t1	
Dapma7bEVm018614t1	
Dapma7bEVm021663t1	
Dapma7bEVm019171t1	
Dapma7bEVm016238t1	
Dapma7bEVm016134t1	K01602
Dapma7bEVm001800t1	K17336
Dapma7bEVm001627t1	
Dapma7bEVm027899t1	K03098
Dapma7bEVm001494t1	K09494
Dapma7bEVm018479t1	
Dapma7bEVm015038t1	
Dapma7bEVm004464t1	
Dapma7bEVm011144t1	
Dapma7bEVm007557t1	K08752
Dapma7bEVm007699t1	K22561
Dapma7bEVm012114t1	K13676
Dapma7bEVm011437t1	K14997
Dapma7bEVm005457t1	K20230
Dapma7bEVm010806t1	K13240
Dapma7bEVm015742t1	
Dapma7bEVm004290t1	K01025
Dapma7bEVm019684t1	
Dapma7bEVm006395t1	
Dapma7bEVm004881t1	K04560
Dapma7bEVm027663t1	K01187
Dapma7bEVm029622t1	
Dapma7bEVm014981t1	
Dapma7bEVm000792t1	
Dapma7bEVm006315t1	
Dapma7bEVm006171t1	K22870
Dapma7bEVm019132t1	
Dapma7bEVm010914t1	
Dapma7bEVm010451t1	K15162
Dapma7bEVm009757t1	
Dapma7bEVm002120t1	
Dapma7bEVm003639t1	K01578
Dapma7bEVm005465t1	
Dapma7bEVm003022t1	
Dapma7bEVm028904t1	
Dapma7bEVm012105t1	
Dapma7bEVm004567t1	K22611
Dapma7bEVm003975t1	K10357
Dapma7bEVm009553t1	K01195
Dapma7bEVm015375t1	K00181
Dapma7bEVm004104t1	K01283
Dapma7bEVm003523t1	
Dapma7bEVm015315t1	
Dapma7bEVm010528t1	
Dapma7bEVm006178t1	K05011
Dapma7bEVm006815t1	
Dapma7bEVm000530t1	
Dapma7bEVm001150t1	K14779
Dapma7bEVm003011t1	
Dapma7bEVm005199t1	
Dapma7bEVm005990t1	
Dapma7bEVm002418t1	K14137
Dapma7bEVm027473t1	K19984
Dapma7bEVm010925t1	K14939
Dapma7bEVm010657t1	
Dapma7bEVm029124t1	
Dapma7bEVm015173t1	
Dapma7bEVm004301t1	
Dapma7bEVm006323t1	K13175
Dapma7bEVm010176t1	
Dapma7bEVm003597t1	K11307
Dapma7bEVm019325t1	
Dapma7bEVm015495t1	
Dapma7bEVm003673t1	K13196
Dapma7bEVm003679t1	K03341
Dapma7bEVm004038t1	K14776
Dapma7bEVm001118t1	
Dapma7bEVm004590t1	K02210
Dapma7bEVm009751t1	K12879
Dapma7bEVm002189t1	
Dapma7bEVm027733t1	K01303
Dapma7bEVm003829t1	
Dapma7bEVm002445t1	K15084
Dapma7bEVm029467t1	
Dapma7bEVm001879t1	K23164
Dapma7bEVm003279t1	K07192
Dapma7bEVm004591t1	K09540
Dapma7bEVm001751t1	K11450
Dapma7bEVm004595t1	K08818
Dapma7bEVm006173t1	K05750
Dapma7bEVm001799t1	K17659
Dapma7bEVm009496t1	
Dapma7bEVm001545t1	K10295
Dapma7bEVm003640t1	K14284
Dapma7bEVm027815t1	K20306
Dapma7bEVm006593t1	
Dapma7bEVm023618t1	
Dapma7bEVm003233t1	
Dapma7bEVm005857t1	K10405
Dapma7bEVm004177t1	
Dapma7bEVm005522t1	
Dapma7bEVm002917t1	K11341
Dapma7bEVm003110t1	K14403
Dapma7bEVm002211t1	K13174
Dapma7bEVm002012t1	
Dapma7bEVm001739t1	K15683
Dapma7bEVm005349t1	K22856
Dapma7bEVm005501t1	
Dapma7bEVm027710t1	
Dapma7bEVm006214t1	K10601
Dapma7bEVm012288t1	
Dapma7bEVm001816t1	K20293
Dapma7bEVm027772t1	K05313
Dapma7bEVm006781t1	K14829
Dapma7bEVm003182t1	
Dapma7bEVm005497t1	
Dapma7bEVm006585t1	K00587
Dapma7bEVm004725t1	K04460
Dapma7bEVm004099t1	
Dapma7bEVm003548t1	K08635
Dapma7bEVm018707t1	
Dapma7bEVm004804t1	K03469
Dapma7bEVm010834t1	K08376
Dapma7bEVm005107t1	
Dapma7bEVm004196t1	
Dapma7bEVm005599t1	K01763
Dapma7bEVm010920t1	K02209
Dapma7bEVm016147t1	
Dapma7bEVm006874t1	
Dapma7bEVm007783t1	
Dapma7bEVm029189t1	K25167
Dapma7bEVm006294t1	K22919
Dapma7bEVm007737t1	
Dapma7bEVm003342t1	K01371
Dapma7bEVm015570t1	K07890
Dapma7bEVm002322t1	
Dapma7bEVm002454t1	K06201
Dapma7bEVm028683t1	
Dapma7bEVm027492t1	K15980
Dapma7bEVm015360t1	
Dapma7bEVm000474t1	K02154
Dapma7bEVm000318t1	K19029
Dapma7bEVm004186t1	K23583
Dapma7bEVm004021t1	K12392
Dapma7bEVm001831t1	K21958
Dapma7bEVm003269t1	K03265
Dapma7bEVm005052t1	K14856
Dapma7bEVm004054t1	K10807
Dapma7bEVm001553t1	K26544
Dapma7bEVm001462t1	
Dapma7bEVm000277t1	K24068
Dapma7bEVm002919t1	K03098
Dapma7bEVm001555t1	
Dapma7bEVm001844t1	
Dapma7bEVm004400t1	K00599
Dapma7bEVm015404t1	
Dapma7bEVm004327t1	
Dapma7bEVm005342t1	
Dapma7bEVm000286t1	
Dapma7bEVm009828t1	K05330
Dapma7bEVm006014t1	K18426
Dapma7bEVm001449t1	K20032
Dapma7bEVm029551t1	K23677
Dapma7bEVm009939t1	K24835
Dapma7bEVm001814t1	
Dapma7bEVm005242t1	K02087
Dapma7bEVm028478t1	
Dapma7bEVm003723t1	K17929
Dapma7bEVm009827t1	K16312
Dapma7bEVm002670t1	
Dapma7bEVm004445t1	
Dapma7bEVm011826t1	
Dapma7bEVm002443t1	K06508
Dapma7bEVm027801t1	K20372
Dapma7bEVm008057t1	
Dapma7bEVm027279t1	
Dapma7bEVm007307t1	
Dapma7bEVm000581t1	
Dapma7bEVm009981t1	K01939
Dapma7bEVm009904t1	K23544
Dapma7bEVm010276t1	K12614
Dapma7bEVm011240t1	K00451
Dapma7bEVm028563t1	K13137
Dapma7bEVm005727t1	K09525
Dapma7bEVm000703t1	K09495
Dapma7bEVm002317t1	K01900
Dapma7bEVm000418t1	K17908
Dapma7bEVm010395t1	K11975
Dapma7bEVm007536t1	
Dapma7bEVm007670t1	
Dapma7bEVm024314t1	
Dapma7bEVm023355t1	
Dapma7bEVm024043t1	K01334
Dapma7bEVm001052t1	
Dapma7bEVm011573t1	K23542
Dapma7bEVm005344t1	
Dapma7bEVm027402t1	
Dapma7bEVm003586t1	
Dapma7bEVm017336t1	K14209
Dapma7bEVm016675t1	
Dapma7bEVm011336t1	
Dapma7bEVm009928t1	
Dapma7bEVm010552t1	K07305
Dapma7bEVm002808t1	K14298
Dapma7bEVm006767t1	
Dapma7bEVm027466t1	
Dapma7bEVm006233t1	
Dapma7bEVm002107t1	K18809
Dapma7bEVm010208t1	
Dapma7bEVm023391t1	K15118
Dapma7bEVm008995t1	K15360
Dapma7bEVm016495t1	
Dapma7bEVm023125t1	
Dapma7bEVm018543t1	K04834
Dapma7bEVm024397t1	K15142
Dapma7bEVm027956t1	
Dapma7bEVm019206t1	
Dapma7bEVm002286t1	K23398
Dapma7bEVm028520t1	K01988
Dapma7bEVm028304t1	
Dapma7bEVm015895t1	K09214
Dapma7bEVm012394t1	
Dapma7bEVm015209t1	
Dapma7bEVm005858t1	
Dapma7bEVm029198t1	
Dapma7bEVm012612t1	K09374
Dapma7bEVm016686t1	
Dapma7bEVm018322t1	K01598
Dapma7bEVm017351t1	K00677
Dapma7bEVm017424t1	K04564
Dapma7bEVm022487t1	
Dapma7bEVm008354t1	K10638
Dapma7bEVm023744t1	
Dapma7bEVm028449t1	K11479
Dapma7bEVm001189t1	K14320
Dapma7bEVm019159t1	K26111
Dapma7bEVm002065t1	
Dapma7bEVm011644t1	K12663
Dapma7bEVm030665t1	
Dapma7bEVm005460t1	K02212
Dapma7bEVm006774t1	K08539
Dapma7bEVm027679t1	K26420
Dapma7bEVm015410t1	
Dapma7bEVm022971t1	
Dapma7bEVm001773t1	K02366
Dapma7bEVm012034t1	K01079
Dapma7bEVm004050t1	K20177
Dapma7bEVm007251t1	
Dapma7bEVm007796t1	
Dapma7bEVm000586t1	K02258
Dapma7bEVm004060t1	K19985
Dapma7bEVm004309t1	
Dapma7bEVm007154t1	K25745
Dapma7bEVm015048t1	K06532
Dapma7bEVm022974t1	
Dapma7bEVm004446t1	K20349
Dapma7bEVm010619t1	K01988
Dapma7bEVm023955t1	
Dapma7bEVm022684t1	
Dapma7bEVm011456t1	
Dapma7bEVm018224t1	K02982
Dapma7bEVm006070t1	K07921
Dapma7bEVm019045t1	
Dapma7bEVm002509t1	
Dapma7bEVm015052t1	
Dapma7bEVm027760t1	
Dapma7bEVm006009t1	
Dapma7bEVm029678t1	
Dapma7bEVm014949t1	
Dapma7bEVm027544t1	K20306
Dapma7bEVm000719t1	K01892
Dapma7bEVm002646t1	K14388
Dapma7bEVm007975t1	
Dapma7bEVm029380t1	
Dapma7bEVm027997t1	K11673
Dapma7bEVm012423t1	
Dapma7bEVm029459t1	
Dapma7bEVm024211t1	
Dapma7bEVm030649t1	
Dapma7bEVm029323t1	
Dapma7bEVm010902t1	
Dapma7bEVm009485t1	
Dapma7bEVm000383t1	
Dapma7bEVm006693t1	
Dapma7bEVm008554t1	
Dapma7bEVm000852t1	K05662
Dapma7bEVm027841t1	K01796
Dapma7bEVm004625t1	
Dapma7bEVm014294t1	K03945
Dapma7bEVm023969t1	
Dapma7bEVm000268t1	K10521
Dapma7bEVm023050t1	
Dapma7bEVm006928t1	
Dapma7bEVm010492t1	
Dapma7bEVm013025t1	
Dapma7bEVm001561t1	K10277
Dapma7bEVm011565t1	
Dapma7bEVm013248t1	
Dapma7bEVm029616t1	K03781
Dapma7bEVm010259t1	
Dapma7bEVm029470t1	
Dapma7bEVm023583t1	
Dapma7bEVm029419t1	K01640
Dapma7bEVm009533t1	
Dapma7bEVm007273t1	K13649
Dapma7bEVm000875t1	
Dapma7bEVm001191t1	
Dapma7bEVm010739t1	K23495
Dapma7bEVm028008t1	
Dapma7bEVm011167t1	K05312
Dapma7bEVm029466t1	
Dapma7bEVm011049t1	
Dapma7bEVm011986t1	K07359
Dapma7bEVm011812t1	
Dapma7bEVm000059t1	K06091
Dapma7bEVm027941t1	K01580
Dapma7bEVm003979t1	
Dapma7bEVm003730t1	K13865
Dapma7bEVm028926t1	K15196
Dapma7bEVm027536t1	
Dapma7bEVm018702t1	
Dapma7bEVm001461t1	K12319
Dapma7bEVm001742t1	
Dapma7bEVm030415t1	
Dapma7bEVm005426t1	K13184
Dapma7bEVm005322t1	
Dapma7bEVm027797t1	
Dapma7bEVm002571t1	
Dapma7bEVm013659t1	K03106
Dapma7bEVm011165t1	
Dapma7bEVm003700t1	
Dapma7bEVm006567t1	
Dapma7bEVm016507t1	
Dapma7bEVm003510t1	K20307
Dapma7bEVm010043t1	K00327
Dapma7bEVm027256t1	
Dapma7bEVm022934t1	
Dapma7bEVm002544t1	
Dapma7bEVm009469t1	K07532
Dapma7bEVm009664t1	
Dapma7bEVm028111t1	
Dapma7bEVm018576t1	K25731
Dapma7bEVm005007t1	
Dapma7bEVm014984t1	K15001
Dapma7bEVm028079t1	K15001
Dapma7bEVm000093t1	
Dapma7bEVm004721t1	K03061
Dapma7bEVm010468t1	
Dapma7bEVm002981t1	
Dapma7bEVm027354t1	
Dapma7bEVm001131t1	K24887
Dapma7bEVm002622t1	K25004
Dapma7bEVm003592t1	
Dapma7bEVm000831t1	K20290
Dapma7bEVm015009t1	
Dapma7bEVm002773t1	K15407
Dapma7bEVm023024t1	
Dapma7bEVm002709t1	
Dapma7bEVm003994t1	K13185
Dapma7bEVm028569t1	
Dapma7bEVm002111t1	K11373
Dapma7bEVm004601t1	
Dapma7bEVm011313t1	
Dapma7bEVm005955t1	
Dapma7bEVm002328t1	
Dapma7bEVm004611t1	
Dapma7bEVm003264t1	K02328
Dapma7bEVm004884t1	
Dapma7bEVm004089t1	
Dapma7bEVm010942t1	K23425
Dapma7bEVm030416t1	
Dapma7bEVm011359t1	K01784
Dapma7bEVm011362t1	K17095
Dapma7bEVm006834t1	
Dapma7bEVm006180t1	
Dapma7bEVm010435t1	
Dapma7bEVm000932t1	K13202
Dapma7bEVm003354t1	K23362
Dapma7bEVm003053t1	
Dapma7bEVm000637t1	K12585
Dapma7bEVm027485t1	K06671
Dapma7bEVm003262t1	
Dapma7bEVm000958t1	K00006
Dapma7bEVm002678t1	K14944
Dapma7bEVm001912t1	K03035
Dapma7bEVm000820t1	K20071
Dapma7bEVm003436t1	K10749
Dapma7bEVm002585t1	K11824
Dapma7bEVm003118t1	K04994
Dapma7bEVm002004t1	K08664
Dapma7bEVm002628t1	
Dapma7bEVm027549t1	
Dapma7bEVm028906t1	K12311
Dapma7bEVm005543t1	
Dapma7bEVm027635t1	K25572
Dapma7bEVm005451t1	K10297
Dapma7bEVm006098t1	K15148
Dapma7bEVm000689t1	K14538
Dapma7bEVm005920t1	K00600
Dapma7bEVm011801t1	K06184
Dapma7bEVm027642t1	K10589
Dapma7bEVm003111t1	K24727
Dapma7bEVm001256t1	K23899
Dapma7bEVm002337t1	
Dapma7bEVm002579t1	K11854
Dapma7bEVm010705t1	K17820
Dapma7bEVm010420t1	K23901
Dapma7bEVm005882t1	K00875
Dapma7bEVm015322t1	K20858
Dapma7bEVm003713t1	
Dapma7bEVm013125t1	
Dapma7bEVm011232t1	
Dapma7bEVm000225t1	
Dapma7bEVm005722t1	K27310
Dapma7bEVm004245t1	K21403
Dapma7bEVm004577t1	K12591
Dapma7bEVm005289t1	K07442
Dapma7bEVm004582t1	K10843
Dapma7bEVm015250t1	
Dapma7bEVm024352t1	K05290
Dapma7bEVm023124t1	
Dapma7bEVm004641t1	
Dapma7bEVm007473t1	K17427
Dapma7bEVm007121t1	
Dapma7bEVm011104t1	
Dapma7bEVm000531t1	
Dapma7bEVm004357t1	K10773
Dapma7bEVm002798t1	
Dapma7bEVm008106t1	
Dapma7bEVm004887t1	K07854
Dapma7bEVm028541t1	
Dapma7bEVm010054t1	K13101
Dapma7bEVm008624t1	K18168
Dapma7bEVm027470t1	K13100
Dapma7bEVm030417t1	
Dapma7bEVm001292t1	
Dapma7bEVm005632t1	K23800
Dapma7bEVm010688t1	K16815
Dapma7bEVm006749t1	K00280
Dapma7bEVm023113t1	
Dapma7bEVm001585t1	K09554
Dapma7bEVm027862t1	K17086
Dapma7bEVm028613t1	
Dapma7bEVm001284t1	K13346
Dapma7bEVm007438t1	K14011
Dapma7bEVm003024t1	K00288
Dapma7bEVm003161t1	K00710
Dapma7bEVm000726t1	K01555
Dapma7bEVm006067t1	
Dapma7bEVm000462t1	
Dapma7bEVm029149t1	
Dapma7bEVm007502t1	
Dapma7bEVm001639t1	K10250
Dapma7bEVm007365t1	K02881
Dapma7bEVm003412t1	K11518
Dapma7bEVm028117t1	K10755
Dapma7bEVm006665t1	
Dapma7bEVm001928t1	K12872
Dapma7bEVm004834t1	K26954
Dapma7bEVm007446t1	K04912
Dapma7bEVm007843t1	K02956
Dapma7bEVm002347t1	K05309
Dapma7bEVm027259t1	
Dapma7bEVm002371t1	K09584
Dapma7bEVm003848t1	
Dapma7bEVm010398t1	K02449
Dapma7bEVm007468t1	K15146
Dapma7bEVm006057t1	
Dapma7bEVm029426t1	
Dapma7bEVm008359t1	K10791
Dapma7bEVm016248t1	
Dapma7bEVm006363t1	
Dapma7bEVm010630t1	K01008
Dapma7bEVm008073t1	K00799
Dapma7bEVm007176t1	
Dapma7bEVm008088t1	K15901
Dapma7bEVm018844t1	
Dapma7bEVm028550t1	
Dapma7bEVm001845t1	
Dapma7bEVm027747t1	
Dapma7bEVm006442t1	K11096
Dapma7bEVm018427t1	K18423
Dapma7bEVm027263t1	
Dapma7bEVm002731t1	K03250
Dapma7bEVm029188t1	
Dapma7bEVm027597t1	
Dapma7bEVm001793t1	
Dapma7bEVm004193t1	K11304
Dapma7bEVm011156t1	
Dapma7bEVm002092t1	
Dapma7bEVm008174t1	K04255
Dapma7bEVm010711t1	K15376
Dapma7bEVm003075t1	K14306
Dapma7bEVm006452t1	
Dapma7bEVm027657t1	
Dapma7bEVm004674t1	
Dapma7bEVm002096t1	K06619
Dapma7bEVm006459t1	
Dapma7bEVm009554t1	K00501
Dapma7bEVm028866t1	K04256
Dapma7bEVm003564t1	K20407
Dapma7bEVm027681t1	K15614
Dapma7bEVm011222t1	K15375
Dapma7bEVm005117t1	K08187
Dapma7bEVm009965t1	K14073
Dapma7bEVm017405t1	
Dapma7bEVm029321t1	
Dapma7bEVm016704t1	
Dapma7bEVm030650t1	
Dapma7bEVm027479t1	
Dapma7bEVm029455t1	K01082
Dapma7bEVm004621t1	K11485
Dapma7bEVm003740t1	
Dapma7bEVm000702t1	K01176
Dapma7bEVm001493t1	
Dapma7bEVm027472t1	
Dapma7bEVm003268t1	K07561
Dapma7bEVm019739t1	
Dapma7bEVm018394t1	K14464
Dapma7bEVm002124t1	
Dapma7bEVm003760t1	K01273
Dapma7bEVm011154t1	K09598
Dapma7bEVm003278t1	K03065
Dapma7bEVm004518t1	K14327
Dapma7bEVm001971t1	K12840
Dapma7bEVm002865t1	K00852
Dapma7bEVm004778t1	K24104
Dapma7bEVm000218t1	K06669
Dapma7bEVm015358t1	
Dapma7bEVm005347t1	K11086
Dapma7bEVm027704t1	K01311
Dapma7bEVm010133t1	
Dapma7bEVm008242t1	
Dapma7bEVm030418t1	
Dapma7bEVm011223t1	
Dapma7bEVm009927t1	K07378
Dapma7bEVm023288t1	
Dapma7bEVm007172t1	K20300
Dapma7bEVm028807t1	
Dapma7bEVm006878t1	
Dapma7bEVm021493t1	
Dapma7bEVm028418t1	
Dapma7bEVm002204t1	K09855
Dapma7bEVm017347t1	
Dapma7bEVm004037t1	K18643
Dapma7bEVm022855t1	
Dapma7bEVm015191t1	
Dapma7bEVm002051t1	K17428
Dapma7bEVm002560t1	K01280
Dapma7bEVm015145t1	K01689
Dapma7bEVm001794t1	
Dapma7bEVm010438t1	
Dapma7bEVm000317t1	
Dapma7bEVm027440t1	
Dapma7bEVm028388t1	
Dapma7bEVm001427t1	K24634
Dapma7bEVm027425t1	K05125
Dapma7bEVm023098t1	K12373
Dapma7bEVm015288t1	
Dapma7bEVm011002t1	
Dapma7bEVm022847t1	
Dapma7bEVm016434t1	K02874
Dapma7bEVm002415t1	
Dapma7bEVm002071t1	
Dapma7bEVm006152t1	
Dapma7bEVm002772t1	
Dapma7bEVm010785t1	
Dapma7bEVm023011t1	
Dapma7bEVm011273t1	
Dapma7bEVm011516t1	K26201
Dapma7bEVm012119t1	
Dapma7bEVm015767t1	
Dapma7bEVm009848t1	K01540
Dapma7bEVm015129t1	
Dapma7bEVm010172t1	
Dapma7bEVm010394t1	K00031
Dapma7bEVm027530t1	
Dapma7bEVm028270t1	K10104
Dapma7bEVm001782t1	
Dapma7bEVm010269t1	
Dapma7bEVm004617t1	K11143
Dapma7bEVm002842t1	K17817
Dapma7bEVm005051t1	K25167
Dapma7bEVm019685t1	
Dapma7bEVm028157t1	
Dapma7bEVm003715t1	
Dapma7bEVm001728t1	K11140
Dapma7bEVm001244t1	
Dapma7bEVm009775t1	
Dapma7bEVm003466t1	
Dapma7bEVm028896t1	
Dapma7bEVm000245t1	K20371
Dapma7bEVm001670t1	K08873
Dapma7bEVm003349t1	
Dapma7bEVm002549t1	
Dapma7bEVm010611t1	
Dapma7bEVm019322t1	
Dapma7bEVm019324t1	
Dapma7bEVm009685t1	K08875
Dapma7bEVm006167t1	K24869
Dapma7bEVm003790t1	
Dapma7bEVm015212t1	
Dapma7bEVm005062t1	K12607
Dapma7bEVm007128t1	
Dapma7bEVm005077t1	
Dapma7bEVm001203t1	
Dapma7bEVm004280t1	
Dapma7bEVm005573t1	K06774
Dapma7bEVm008024t1	
Dapma7bEVm005318t1	
Dapma7bEVm003120t1	
Dapma7bEVm004353t1	K01764
Dapma7bEVm004720t1	K22697
Dapma7bEVm000452t1	
Dapma7bEVm000048t1	
Dapma7bEVm015045t1	
Dapma7bEVm007631t1	
Dapma7bEVm003383t1	K17885
Dapma7bEVm003255t1	K06627
Dapma7bEVm001500t1	K07178
Dapma7bEVm001684t1	
Dapma7bEVm003019t1	K13140
Dapma7bEVm010017t1	
Dapma7bEVm005923t1	K03103
Dapma7bEVm027888t1	
Dapma7bEVm005490t1	K20465
Dapma7bEVm010601t1	
Dapma7bEVm002890t1	K02725
Dapma7bEVm001331t1	
Dapma7bEVm000887t1	K15179
Dapma7bEVm001692t1	
Dapma7bEVm004103t1	K00717
Dapma7bEVm004306t1	K06965
Dapma7bEVm002629t1	K11802
Dapma7bEVm004200t1	K04255
Dapma7bEVm002300t1	K09669
Dapma7bEVm005571t1	K26404
Dapma7bEVm015311t1	
Dapma7bEVm006284t1	
Dapma7bEVm001372t1	
Dapma7bEVm010132t1	
Dapma7bEVm027505t1	
Dapma7bEVm004702t1	K02216
Dapma7bEVm015764t1	
Dapma7bEVm000805t1	K11140
Dapma7bEVm003615t1	K06171
Dapma7bEVm028127t1	K10745
Dapma7bEVm007224t1	K14683
Dapma7bEVm002399t1	K00254
Dapma7bEVm005169t1	K00671
Dapma7bEVm005925t1	K11648
Dapma7bEVm000483t1	K17043
Dapma7bEVm003295t1	
Dapma7bEVm004156t1	K05181
Dapma7bEVm005557t1	K14938
Dapma7bEVm001772t1	K10638
Dapma7bEVm000870t1	K13278
Dapma7bEVm000895t1	K13219
Dapma7bEVm023452t1	
Dapma7bEVm003580t1	K12860
Dapma7bEVm009759t1	K05093
Dapma7bEVm009755t1	K08043
Dapma7bEVm003666t1	K10455
Dapma7bEVm007228t1	
