,Daphnia_magna,Drosophilia_melanogaster,Homo_sapiens,Daphnia_pulex
26194,Dapma7bEVm000320,FBgn0036659,KL;KLB;LCT;LCTL,DAPPUDRAFT_243998;DAPPUDRAFT_314456;DAPPUDRAFT_318905
26195,Dapma7bEVm000036,,,DAPPUDRAFT_248308
26196,Dapma7bEVm000219,,,DAPPUDRAFT_259237
26197,Dapma7bEVm007210,,,DAPPUDRAFT_229394;DAPPUDRAFT_304238
26198,Dapma7bEVm012912,,,
26199,Dapma7bEVm015014,FBgn0260653;FBgn0261341,,DAPPUDRAFT_309273
26200,Dapma7bEVm012108,,SPDYA;SPDYC,DAPPUDRAFT_306764
26201,Dapma7bEVm001649,,,
26202,Dapma7bEVm008453,,,
26203,Dapma7bEVm016497,FBgn0031273;FBgn0040098;FBgn0040104;FBgn0040106;FBgn0053533;FBgn0259230,CD209,
26204,Dapma7bEVm000680,FBgn0034432,ACAD9;ACADVL,DAPPUDRAFT_302851;DAPPUDRAFT_327246
26205,Dapma7bEVm004405,FBgn0029813;FBgn0031791;FBgn0034426;FBgn0034428;FBgn0034429,,DAPPUDRAFT_249096
26206,Dapma7bEVm014259,,,
26207,Dapma7bEVm027918,FBgn0030321;FBgn0030672;FBgn0036888,ABCF1;ABCF2;ABCF3,DAPPUDRAFT_304799
26208,Dapma7bEVm009474,,SIDT1;SIDT2,DAPPUDRAFT_104074;DAPPUDRAFT_220792;DAPPUDRAFT_233772;DAPPUDRAFT_309172
26209,Dapma7bEVm012799,,,
26210,Dapma7bEVm015093,,,
26211,Dapma7bEVm006133,,,
26212,Dapma7bEVm000829,FBgn0259099,EML1;EML2;EML3;EML4,DAPPUDRAFT_63418
26213,Dapma7bEVm001142,FBgn0039589,C12orf4,DAPPUDRAFT_311543
26214,Dapma7bEVm008779,FBgn0033350,FAM8A1,DAPPUDRAFT_322505
26215,Dapma7bEVm019839,,,
26216,Dapma7bEVm018507,FBgn0015618,CDK19;CDK8,DAPPUDRAFT_204007;DAPPUDRAFT_73263
26217,Dapma7bEVm027992,FBgn0052418,MGC3731;NOL12,
26218,Dapma7bEVm000301,FBgn0020445,ABCG2;ABCG5;ABCG8,DAPPUDRAFT_347416
26219,Dapma7bEVm018690,,ANKK1;RIPK4;dik,
26220,Dapma7bEVm006747,FBgn0052075,LAS1L,DAPPUDRAFT_225438
26221,Dapma7bEVm011567,FBgn0041174,VHLL,DAPPUDRAFT_299820
26222,Dapma7bEVm001632,FBgn0039509,MLX,DAPPUDRAFT_210427
26223,Dapma7bEVm023894,,,DAPPUDRAFT_259338;DAPPUDRAFT_259342;DAPPUDRAFT_329596;DAPPUDRAFT_329597;DAPPUDRAFT_329602
26224,Dapma7bEVm011809,,SYT15,DAPPUDRAFT_442640
26225,Dapma7bEVm010246,,ACCS;ACCSL,DAPPUDRAFT_102331
26226,Dapma7bEVm007772,FBgn0038100,PAIP2;PAIP2B,
26227,Dapma7bEVm023920,FBgn0000239,GMPS,
26228,Dapma7bEVm004551,,SH2D4A;SH2D4B,DAPPUDRAFT_100036
26229,Dapma7bEVm018974,,,
26230,Dapma7bEVm002656,FBgn0029113,UBA2,DAPPUDRAFT_300104
26231,Dapma7bEVm013310,,,
26232,Dapma7bEVm007383,FBgn0033712,MTIF3,DAPPUDRAFT_310351
26233,Dapma7bEVm010769,FBgn0015829,GTF2E2,DAPPUDRAFT_206273;DAPPUDRAFT_210668
26234,Dapma7bEVm004315,FBgn0036353,TMEM19,
26235,Dapma7bEVm017364,,ALG12;ZBED1;ZBED4;ZBED6,
26236,Dapma7bEVm011652,,,DAPPUDRAFT_317425
26237,Dapma7bEVm005646,FBgn0011710;FBgn0013726;FBgn0014029;FBgn0026361;FBgn0259923,C17orf47;SEPT1;SEPT12;SEPT2;SEPT3;SEPT4;SEPT5;SEPT7;SEPT9,DAPPUDRAFT_107198;DAPPUDRAFT_301838
26238,Dapma7bEVm021138,,,
26239,Dapma7bEVm004365,,IGLON5;LSAMP;NEGR1;NTM;OPCML,DAPPUDRAFT_58816
26240,Dapma7bEVm003949,,,DAPPUDRAFT_321838
26241,Dapma7bEVm009507,FBgn0264386,CACNA1G;CACNA1H;CACNA1I,DAPPUDRAFT_47321
26242,Dapma7bEVm010287,FBgn0262737;FBgn0267791,HNRNPK,DAPPUDRAFT_332423
26243,Dapma7bEVm027460,FBgn0041781,WASF1;WASF2;WASF3,DAPPUDRAFT_308566
26244,Dapma7bEVm005847,FBgn0032929,MCM10,DAPPUDRAFT_300822
26245,Dapma7bEVm002007,FBgn0003062;FBgn0038090,FBL;FBLL1,DAPPUDRAFT_333298
26246,Dapma7bEVm007627,,,
26247,Dapma7bEVm000658,FBgn0261872,CHERP,DAPPUDRAFT_42024
26248,Dapma7bEVm010572,,INCENP,DAPPUDRAFT_311417
26249,Dapma7bEVm018637,FBgn0036485;FBgn0044872,FUT3;FUT4;FUT5;FUT6;FUT7;FUT9,DAPPUDRAFT_236411
26250,Dapma7bEVm014192,,,
26251,Dapma7bEVm026892,,,
26252,Dapma7bEVm017392,,CLEC19A;CLEC3B;CLEC4M;PAP;REG1A;REG1B;REG3A;REG3G;REG4,DAPPUDRAFT_249030
26253,Dapma7bEVm016515,,,
26254,Dapma7bEVm014759,,,
26255,Dapma7bEVm009111,,,
26256,Dapma7bEVm025545,,,
26257,Dapma7bEVm004757,FBgn0033842,CLP1,DAPPUDRAFT_117909;DAPPUDRAFT_119643;DAPPUDRAFT_122726;DAPPUDRAFT_19047;DAPPUDRAFT_310603;DAPPUDRAFT_314639;DAPPUDRAFT_3466;DAPPUDRAFT_3508;DAPPUDRAFT_7280
26258,Dapma7bEVm008968,,,
26259,Dapma7bEVm026528,,,
26260,Dapma7bEVm009265,,,DAPPUDRAFT_318006
26261,Dapma7bEVm013101,,,
26262,Dapma7bEVm008451,,,
26263,Dapma7bEVm002803,,SNAPC3,DAPPUDRAFT_327489
26264,Dapma7bEVm022049,,,
26265,Dapma7bEVm008823,,,DAPPUDRAFT_330488
26266,Dapma7bEVm025497,,,DAPPUDRAFT_305467
26267,Dapma7bEVm016392,,,
26268,Dapma7bEVm025911,,,
26269,Dapma7bEVm014930,,,
26270,Dapma7bEVm025660,,,
26271,Dapma7bEVm025900,,,
26272,Dapma7bEVm025817,,,
26273,Dapma7bEVm020251,,,
26274,Dapma7bEVm008815,,,DAPPUDRAFT_248327
26275,Dapma7bEVm012141,,,DAPPUDRAFT_300739;DAPPUDRAFT_331684
26276,Dapma7bEVm005981,FBgn0030686,MRPL3,DAPPUDRAFT_212601
26277,Dapma7bEVm011680,,,
26278,Dapma7bEVm013400,,,
26279,Dapma7bEVm008959,,,
26280,Dapma7bEVm008138,,,
26281,Dapma7bEVm025739,,,
26282,Dapma7bEVm026033,,,
26283,Dapma7bEVm026517,,,
26284,Dapma7bEVm026192,,,
26285,Dapma7bEVm013771,,,
26286,Dapma7bEVm005772,,PXMP4,DAPPUDRAFT_299931
26287,Dapma7bEVm007359,,,
26288,Dapma7bEVm018291,,,
26289,Dapma7bEVm007856,FBgn0013720,LIM2,DAPPUDRAFT_300494
26290,Dapma7bEVm014211,,,
26291,Dapma7bEVm009655,FBgn0003380,KCNA1;KCNA10;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7,DAPPUDRAFT_323722
26292,Dapma7bEVm021420,,,
26293,Dapma7bEVm020225,,,
26294,Dapma7bEVm017451,,,
26295,Dapma7bEVm026979,,,
26296,Dapma7bEVm022308,,,
26297,Dapma7bEVm026195,,,
26298,Dapma7bEVm009346,,,
26299,Dapma7bEVm026897,FBgn0033357,TOM7;TOMM7,
26300,Dapma7bEVm016495,,CLEC19A;CLEC3B;CLEC4M;PAP;REG1A;REG1B;REG3A;REG3G;REG4,
26301,Dapma7bEVm023467,,,
26302,Dapma7bEVm020193,,,
26303,Dapma7bEVm020337,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
26304,Dapma7bEVm020328,,,DAPPUDRAFT_264814
26305,Dapma7bEVm022502,,,
26306,Dapma7bEVm022507,,,
26307,Dapma7bEVm030004,,,DAPPUDRAFT_317855;DAPPUDRAFT_317859
26308,Dapma7bEVm022519,,,
26309,Dapma7bEVm029636,,,
26310,Dapma7bEVm021076,,POGK,
26311,Dapma7bEVm011491,FBgn0000239,GMPS,
26312,Dapma7bEVm020693,,MUT,
26313,Dapma7bEVm020753,,,DAPPUDRAFT_270803;DAPPUDRAFT_319861;DAPPUDRAFT_336935;DAPPUDRAFT_337020
26314,Dapma7bEVm022543,,,DAPPUDRAFT_261874
26315,Dapma7bEVm019844,,,
26316,Dapma7bEVm020134,FBgn0028931;FBgn0031874,ALG12;ZBED1;ZBED4;ZBED6,DAPPUDRAFT_112390;DAPPUDRAFT_112391
26317,Dapma7bEVm019927,,,DAPPUDRAFT_271019
26318,Dapma7bEVm019905,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
26319,Dapma7bEVm022558,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,DAPPUDRAFT_117552;DAPPUDRAFT_338239
26320,Dapma7bEVm020937,,,
26321,Dapma7bEVm022567,,,
26322,Dapma7bEVm020431,,,DAPPUDRAFT_268481
26323,Dapma7bEVm014400,,,
26324,Dapma7bEVm020599,,,
26325,Dapma7bEVm022584,,,
26326,Dapma7bEVm022585,,,
26327,Dapma7bEVm020102,,,
26328,Dapma7bEVm024695,,,
26329,Dapma7bEVm022605,,,
26330,Dapma7bEVm022608,,,
26331,Dapma7bEVm020587,,,DAPPUDRAFT_246809
26332,Dapma7bEVm024601,,,
26333,Dapma7bEVm019456,,,DAPPUDRAFT_112150;DAPPUDRAFT_118956
26334,Dapma7bEVm020578,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
26335,Dapma7bEVm026464,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
26336,Dapma7bEVm026340,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
26337,Dapma7bEVm021201,,,
26338,Dapma7bEVm022673,,,
26339,Dapma7bEVm022698,,,
26340,Dapma7bEVm022699,FBgn0036271,ALAD,DAPPUDRAFT_108708
26341,Dapma7bEVm022707,,,DAPPUDRAFT_328803
26342,Dapma7bEVm018575,FBgn0023000;FBgn0028956;FBgn0030766;FBgn0034219;FBgn0035131;FBgn0035132;FBgn0035623;FBgn0035789;FBgn0035847;FBgn0045442;FBgn0045443;FBgn0050018;FBgn0051720;FBgn0052475,,DAPPUDRAFT_57855
26343,Dapma7bEVm022797,,,
26344,Dapma7bEVm022806,FBgn0052095,,
26345,Dapma7bEVm022818,,,
26346,Dapma7bEVm022827,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,DAPPUDRAFT_106898;DAPPUDRAFT_114574
26347,Dapma7bEVm022853,,,
26348,Dapma7bEVm030071,,POGK,DAPPUDRAFT_114200;DAPPUDRAFT_117876
26349,Dapma7bEVm022868,,,
26350,Dapma7bEVm019402,,ALG12;ZBED1;ZBED4;ZBED6,DAPPUDRAFT_273292;DAPPUDRAFT_276836
26351,Dapma7bEVm022914,,,
26352,Dapma7bEVm022939,,,
26353,Dapma7bEVm022942,,,
26354,Dapma7bEVm022950,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,DAPPUDRAFT_267693
26355,Dapma7bEVm030090,,,DAPPUDRAFT_273569
26356,Dapma7bEVm010981,,FBXL13;FBXL7,DAPPUDRAFT_237916
26357,Dapma7bEVm009045,FBgn0283741,,DAPPUDRAFT_209021;DAPPUDRAFT_237744;DAPPUDRAFT_237971;DAPPUDRAFT_314091
26358,Dapma7bEVm018625,,CSF1R;FLT1;FLT3;FLT4;KDR;KIT;PDGFRA;PDGFRB,DAPPUDRAFT_114040
26359,Dapma7bEVm025772,FBgn0000239,GMPS,
26360,Dapma7bEVm007548,,ADIPOQ;C1QA;C1QB;C1QC;C1QTNF2;C1QTNF7;C1QTNF9;C1QTNF9B;OTOL1,
26361,Dapma7bEVm024929,,,
26362,Dapma7bEVm023147,,,
26363,Dapma7bEVm030112,,,
26364,Dapma7bEVm018791,FBgn0038396,C17orf95;METTL23,DAPPUDRAFT_317675
26365,Dapma7bEVm023218,,,
26366,Dapma7bEVm018565,FBgn0037555;FBgn0263738;FBgn0263757,TADA2A;TADA2B,
26367,Dapma7bEVm019957,,,DAPPUDRAFT_242016
26368,Dapma7bEVm023361,,,DAPPUDRAFT_234625;DAPPUDRAFT_96143
26369,Dapma7bEVm023422,FBgn0000239,GMPS,
26370,Dapma7bEVm021001,,H3.Y;H3F3A;H3F3B;H3F3C;HIST2H3A;HIST2H3C;HIST2H3D;HIST3H3,DAPPUDRAFT_231307;DAPPUDRAFT_235586;DAPPUDRAFT_235594;DAPPUDRAFT_235620;DAPPUDRAFT_235802;DAPPUDRAFT_246214;DAPPUDRAFT_255862;DAPPUDRAFT_304645;DAPPUDRAFT_43402;DAPPUDRAFT_43405;DAPPUDRAFT_43440;DAPPUDRAFT_43441;DAPPUDRAFT_43467;DAPPUDRAFT_43482;DAPPUDRAFT_43597;DAPPUDRAFT_43602;DAPPUDRAFT_43804;DAPPUDRAFT_43862;DAPPUDRAFT_43863;DAPPUDRAFT_43874;DAPPUDRAFT_44114;DAPPUDRAFT_44115;DAPPUDRAFT_44116;DAPPUDRAFT_44125;DAPPUDRAFT_44149;DAPPUDRAFT_44153;DAPPUDRAFT_67712
26371,Dapma7bEVm020367,,,
26372,Dapma7bEVm013060,,,
26373,Dapma7bEVm020185,,H3.Y;H3F3A;H3F3B;H3F3C;HIST2H3A;HIST2H3C;HIST2H3D;HIST3H3,DAPPUDRAFT_231307;DAPPUDRAFT_235586;DAPPUDRAFT_235594;DAPPUDRAFT_235620;DAPPUDRAFT_235802;DAPPUDRAFT_246214;DAPPUDRAFT_255862;DAPPUDRAFT_304645;DAPPUDRAFT_43402;DAPPUDRAFT_43405;DAPPUDRAFT_43440;DAPPUDRAFT_43441;DAPPUDRAFT_43467;DAPPUDRAFT_43482;DAPPUDRAFT_43597;DAPPUDRAFT_43602;DAPPUDRAFT_43804;DAPPUDRAFT_43862;DAPPUDRAFT_43863;DAPPUDRAFT_43874;DAPPUDRAFT_44114;DAPPUDRAFT_44115;DAPPUDRAFT_44116;DAPPUDRAFT_44125;DAPPUDRAFT_44149;DAPPUDRAFT_44153;DAPPUDRAFT_67712
26374,Dapma7bEVm018757,,OPN1LW;OPN1MW;OPN1MW2;OPN1MW3;OPN1SW;OPN3;RHO,DAPPUDRAFT_346957;DAPPUDRAFT_346958;DAPPUDRAFT_346959;DAPPUDRAFT_346986
26375,Dapma7bEVm030134,,ALG12;ZBED1;ZBED4;ZBED6,
26376,Dapma7bEVm030136,,,
26377,Dapma7bEVm018879,,,DAPPUDRAFT_107323;DAPPUDRAFT_254622;DAPPUDRAFT_256141;DAPPUDRAFT_256761;DAPPUDRAFT_326357;DAPPUDRAFT_327467;DAPPUDRAFT_327468;DAPPUDRAFT_331525
26378,Dapma7bEVm023479,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
26379,Dapma7bEVm030144,,,
26380,Dapma7bEVm023508,,C17orf113;KIAA1586,
26381,Dapma7bEVm030151,,,
26382,Dapma7bEVm023530,,,
26383,Dapma7bEVm023533,,,DAPPUDRAFT_113149
26384,Dapma7bEVm023539,,,
26385,Dapma7bEVm023552,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
26386,Dapma7bEVm030165,,,DAPPUDRAFT_253174
26387,Dapma7bEVm023575,,,
26388,Dapma7bEVm015784,,,
26389,Dapma7bEVm023588,,,DAPPUDRAFT_261546
26390,Dapma7bEVm023607,,,
26391,Dapma7bEVm023628,,,
26392,Dapma7bEVm023625,FBgn0030590;FBgn0030592;FBgn0030598,CHDH,
26393,Dapma7bEVm030184,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
26394,Dapma7bEVm023644,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
26395,Dapma7bEVm023662,,,
26396,Dapma7bEVm023688,,,
26397,Dapma7bEVm019068,FBgn0028931;FBgn0031874,ALG12;ZBED1;ZBED4;ZBED6,DAPPUDRAFT_116130
26398,Dapma7bEVm023755,,,
26399,Dapma7bEVm030207,,,DAPPUDRAFT_103564;DAPPUDRAFT_109394;DAPPUDRAFT_113793;DAPPUDRAFT_120542;DAPPUDRAFT_315490;DAPPUDRAFT_333038;DAPPUDRAFT_333515
26400,Dapma7bEVm011932,,,DAPPUDRAFT_104583
26401,Dapma7bEVm023798,,THAP9,DAPPUDRAFT_328076
26402,Dapma7bEVm019953,,,DAPPUDRAFT_264381
26403,Dapma7bEVm023843,FBgn0028931;FBgn0031874,ALG12;ZBED1;ZBED4;ZBED6,DAPPUDRAFT_115491
26404,Dapma7bEVm023853,,C17orf113;KIAA1586,DAPPUDRAFT_318822
26405,Dapma7bEVm023864,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
26406,Dapma7bEVm023873,,,
26407,Dapma7bEVm023878,FBgn0026148,HARBI1,
26408,Dapma7bEVm023904,,,
26409,Dapma7bEVm030245,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
26410,Dapma7bEVm030250,,GIN1,DAPPUDRAFT_113329;DAPPUDRAFT_237978;DAPPUDRAFT_242733;DAPPUDRAFT_250838;DAPPUDRAFT_252641;DAPPUDRAFT_320051;DAPPUDRAFT_331055
26411,Dapma7bEVm030256,,,
26412,Dapma7bEVm023976,,THAP9,DAPPUDRAFT_338581
26413,Dapma7bEVm023990,,,
26414,Dapma7bEVm022017,,,
26415,Dapma7bEVm024002,,,
26416,Dapma7bEVm030272,,,
26417,Dapma7bEVm017359,,ALG12;ZBED1;ZBED4;ZBED6,DAPPUDRAFT_262245
26418,Dapma7bEVm030279,,,
26419,Dapma7bEVm024074,,,
26420,Dapma7bEVm024085,,,
26421,Dapma7bEVm024097,,,
26422,Dapma7bEVm024173,,,DAPPUDRAFT_253899
26423,Dapma7bEVm024182,FBgn0028931;FBgn0031874,ALG12;ZBED1;ZBED4;ZBED6,
26424,Dapma7bEVm015707,FBgn0023495;FBgn0023496;FBgn0024740;FBgn0031533;FBgn0032264;FBgn0032265;FBgn0032266;FBgn0032271;FBgn0032981;FBgn0033999;FBgn0034990;FBgn0036996;FBgn0038067;FBgn0038068;FBgn0038069;FBgn0038070;FBgn0042207;FBgn0043825;FBgn0051089;FBgn0051091;FBgn0051871;FBgn0051872;FBgn0265264,LIPA;LIPF;LIPJ;LIPK;LIPM;LIPN,DAPPUDRAFT_223831;DAPPUDRAFT_236145;DAPPUDRAFT_302685;DAPPUDRAFT_307732;DAPPUDRAFT_308282;DAPPUDRAFT_312735;DAPPUDRAFT_312736;DAPPUDRAFT_316749;DAPPUDRAFT_318573;DAPPUDRAFT_332432;DAPPUDRAFT_58959
26425,Dapma7bEVm024203,,,DAPPUDRAFT_338097
26426,Dapma7bEVm018916,,,
26427,Dapma7bEVm024220,,,DAPPUDRAFT_111468;DAPPUDRAFT_118188;DAPPUDRAFT_119336;DAPPUDRAFT_263552;DAPPUDRAFT_335381
26428,Dapma7bEVm030324,,,DAPPUDRAFT_117225;DAPPUDRAFT_328985
26429,Dapma7bEVm030328,,,DAPPUDRAFT_254540
26430,Dapma7bEVm024267,,,
26431,Dapma7bEVm030337,,,DAPPUDRAFT_117858
26432,Dapma7bEVm024299,,,
26433,Dapma7bEVm030346,,,
26434,Dapma7bEVm016734,,,DAPPUDRAFT_250638;DAPPUDRAFT_337251
26435,Dapma7bEVm024346,,,
26436,Dapma7bEVm024370,,,
26437,Dapma7bEVm027489,,,DAPPUDRAFT_331849;DAPPUDRAFT_340871
26438,Dapma7bEVm025076,,THAP9,
26439,Dapma7bEVm024463,,,DAPPUDRAFT_242638
26440,Dapma7bEVm021255,FBgn0262116,RNASEK,DAPPUDRAFT_222243
26441,Dapma7bEVm024591,FBgn0250814,UQCRC2,
26442,Dapma7bEVm019865,FBgn0016032;FBgn0029506;FBgn0029507;FBgn0029508;FBgn0033124;FBgn0033127;FBgn0033129;FBgn0033133;FBgn0033134;FBgn0033135;FBgn0033136;FBgn0033137;FBgn0033138;FBgn0033139,TSPAN3,
26443,Dapma7bEVm024558,,SLC3A2,
26444,Dapma7bEVm019426,FBgn0037001,NDUFA9,DAPPUDRAFT_300729
26445,Dapma7bEVm019295,FBgn0000473;FBgn0013771;FBgn0013772;FBgn0013773;FBgn0015714;FBgn0025454;FBgn0030949;FBgn0031126;FBgn0031182;FBgn0031726;FBgn0033065;FBgn0033121;FBgn0033302;FBgn0033304;FBgn0033696;FBgn0033697;FBgn0033978;FBgn0033979;FBgn0033980;FBgn0033981;FBgn0033982;FBgn0034756;FBgn0038194;FBgn0039006;FBgn0039519,CYP3A4;CYP3A43;CYP3A5;CYP3A7;CYP3A7-CYP3A51P;TBXAS1,
26446,Dapma7bEVm020839,FBgn0003462;FBgn0033631,CCS;HEL-S-44;SOD1,
26447,Dapma7bEVm022755,,,DAPPUDRAFT_112924
26448,Dapma7bEVm025478,,,DAPPUDRAFT_109338
26449,Dapma7bEVm008169,,,
26450,Dapma7bEVm012606,FBgn0038420,,DAPPUDRAFT_248017
26451,Dapma7bEVm030425,,,
26452,Dapma7bEVm020400,,,
26453,Dapma7bEVm029509,,,
26454,Dapma7bEVm019754,,,
26455,Dapma7bEVm014873,,,DAPPUDRAFT_315095
26456,Dapma7bEVm021285,,,
26457,Dapma7bEVm014373,,CTSZ,
26458,Dapma7bEVm020002,,,
26459,Dapma7bEVm030427,,,DAPPUDRAFT_256496
26460,Dapma7bEVm022751,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,DAPPUDRAFT_268313
26461,Dapma7bEVm023462,,ERC1;ERC2,DAPPUDRAFT_14447
26462,Dapma7bEVm017618,,,
26463,Dapma7bEVm024297,,,
26464,Dapma7bEVm008774,FBgn0036485;FBgn0044872,FUT3;FUT4;FUT5;FUT6;FUT7;FUT9,
26465,Dapma7bEVm003026,FBgn0035060,EPS15;EPS15L1,
26466,Dapma7bEVm023707,,,
26467,Dapma7bEVm015736,,,DAPPUDRAFT_226262
26468,Dapma7bEVm028628,FBgn0002985;FBgn0004892;FBgn0004893,OSR1;OSR2,DAPPUDRAFT_119144;DAPPUDRAFT_238529;DAPPUDRAFT_250798;DAPPUDRAFT_347540
26469,Dapma7bEVm007215,,NGFR,DAPPUDRAFT_97998
26470,Dapma7bEVm007206,FBgn0266377,PDE8A;PDE8B,DAPPUDRAFT_321679
26471,Dapma7bEVm028875,FBgn0031703,ACSF2,DAPPUDRAFT_54086;DAPPUDRAFT_96055
26472,Dapma7bEVm016720,,,DAPPUDRAFT_111579
26473,Dapma7bEVm019477,FBgn0031491;FBgn0039378,A4GALT;A4GNT,DAPPUDRAFT_63673
26474,Dapma7bEVm017482,FBgn0002562;FBgn0002563;FBgn0002564;FBgn0002565;FBgn0036782,,
26475,Dapma7bEVm020920,FBgn0034877;FBgn0036830;FBgn0050093,COX6A1;COX6A2,DAPPUDRAFT_302522
26476,Dapma7bEVm019376,,,DAPPUDRAFT_310195;DAPPUDRAFT_346882;DAPPUDRAFT_346895;DAPPUDRAFT_346897
26477,Dapma7bEVm024565,,CKAP4,
26478,Dapma7bEVm019302,FBgn0000473;FBgn0013771;FBgn0013772;FBgn0013773;FBgn0015714;FBgn0025454;FBgn0030949;FBgn0031126;FBgn0031182;FBgn0031726;FBgn0033065;FBgn0033121;FBgn0033302;FBgn0033304;FBgn0033696;FBgn0033697;FBgn0033978;FBgn0033979;FBgn0033980;FBgn0033981;FBgn0033982;FBgn0034756;FBgn0038194;FBgn0039006;FBgn0039519,CYP3A4;CYP3A43;CYP3A5;CYP3A7;CYP3A7-CYP3A51P;TBXAS1,
26479,Dapma7bEVm024571,FBgn0029823,DKFZp686P09201;HEL-S-51e;SHMT1;SHMT2,DAPPUDRAFT_52799
26480,Dapma7bEVm014404,,RNF114,
26481,Dapma7bEVm019974,FBgn0000640;FBgn0011693;FBgn0036620;FBgn0042137,HPGD,
26482,Dapma7bEVm017651,FBgn0020907,,
26483,Dapma7bEVm014370,,,
26484,Dapma7bEVm021176,FBgn0010412;FBgn0039129,RPS19,
26485,Dapma7bEVm019836,FBgn0037416,,
26486,Dapma7bEVm017689,,,
26487,Dapma7bEVm020078,,,DAPPUDRAFT_18105
26488,Dapma7bEVm020940,,,
26489,Dapma7bEVm019869,FBgn0030745,TMEM38A;TMEM38B,DAPPUDRAFT_59467
26490,Dapma7bEVm028284,,,
26491,Dapma7bEVm018473,,,DAPPUDRAFT_307763
